Review_Date,Hotel_Name,Reviewer_Nationality,Negative_Review,Positive_Review,Reviewer_Score,Total_Reviews_By_Reviewer,Tags,days_since_review
02/16/2017,Hotel Casa Camper,United Kingdom,I loved everything If we had stayed longer I would have liked to have drinks on the roof top terrace,The hotel is in a brilliant location We got a suite and it was spacious and very comfortable The staff at the hotel went out of their way to make everything perfect The free snack area was great for having a late lunch after sight seeing There is a cool underground bar with amazing cocktails,9.6,2,"[' Leisure trip ', ' Couple ', ' Camper Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",168 day
11/01/2016,Holiday Inn London Wembley,United Kingdom,Being woken up at 7 30 by a fire alarm which we all assembled outside for there didn t seem to be a member of staff checking guests off a list or anyone to give us any information We left the hotel at 9 30am on Sunday attended the NFL game ate dinner returned to hotel at 9pm to find our room hadn t been cleaned Reception told us that housekeeping finishes at 5pm but would send someone up with clean towels We had to hand the staff member a tray with dirty tea coffee cups on asked for fresh ones We were not that impressed complained at reception that night in the morning our breakfasts were not charged to the room the car park fee was waived as well which was acceptable,The hotel was right outside Wembley Stadium where we had tickets for the NFL game There was a great atmosphere in the hotel with a lot of American guests who were also attending the game The breakfast is excellent with a wide choice of foods,6.7,2,"[' Leisure trip ', ' Family with young children ', ' Double Room with Sofa Bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",275 day
07/05/2017,Holiday Inn London Wembley,United Kingdom,Executive room not very executive,No Positive,8.8,3,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",29 days
08/30/2016,Holiday Inn London Wembley,United Kingdom,Could of been cleaner Bed was very uncomfortable,No Positive,6.3,10,"[' Leisure trip ', ' Couple ', ' Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",338 day
11/08/2015,Holiday Inn London Wembley,United Kingdom,No Negative,Room size and facility s,9.6,3,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",634 day
07/30/2016,H10 Art Gallery 4 Sup,Romania,No Negative,Breakfast location staff,9.6,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room with Terrace ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",369 day
11/29/2015,Best Western PLUS Epping Forest,United Kingdom,Bathrobe in room would be nice Complimentary toothpaste less shower gel to compromise Toilet a little dated but does the job,Great location,9.6,4,"[' Business trip ', ' Solo traveler ', ' Family Room 2 Adults 1 Child ', ' Stayed 1 night ', ' Submitted from a mobile device ']",613 day
10/31/2016,Novotel Amsterdam City,United Kingdom,The surrounding area,Bed was very comfy,6.7,1,"[' Leisure trip ', ' Group ', ' Standard Room with Queen Bed ', ' Stayed 1 night ', ' Submitted from a mobile device ']",276 day
06/26/2016,St Pancras Renaissance Hotel London,Australia,The doorman s attitude when I asked directions to the tube station He was snooty,The old fashioned style of the hotel was charming Desk Staff Wait staff and Concierge were excellent Overall it s a really great hotel,9.6,5,"[' Couple ', ' Deluxe Room Barlow Wing ', ' Stayed 1 night ', ' Submitted from a mobile device ']",403 day
09/03/2016,St Pancras Renaissance Hotel London,United Kingdom,WiFi charges outrageous should be free given the room rates,No Positive,9.6,9,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Room Barlow Wing ', ' Stayed 1 night ', ' Submitted from a mobile device ']",334 day
04/12/2017,DoubleTree By Hilton London Excel,United Kingdom,The bed could have been a bit bigger and not so firm,The very welcoming reception staff Restaurant staff friendly The hotel suited are requirements,7.9,13,"[' Leisure trip ', ' Couple ', ' Queen Guest Room ', ' Stayed 1 night ']",113 day
07/08/2017,DoubleTree By Hilton London Excel,United Kingdom,I got charged the wrong amount initially,Clean and very quiet for being next to an airport,8.8,2,"[' Business trip ', ' Solo traveler ', ' Twin Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",26 days
08/10/2016,DoubleTree By Hilton London Excel,United Kingdom,No Negative,Cookie when we checked in was great,10,1,"[' Leisure trip ', ' Couple ', ' Queen Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",358 day
10/24/2016,The Guesthouse Vienna,Turkey,No Negative,Excellent location Very nice view Perfectly friendly staff Perfect interior Very clean Always will be the first choice of stay in Vienna,10,7,"[' Leisure trip ', ' Travelers with friends ', ' Deluxe Double Room with State Opera View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",283 day
06/28/2016,Savoy Hotel Amsterdam,United States of America,TV did not work,Hospitality of personnel,7.5,1,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 1 night ']",401 day
08/06/2015,Hotel Okura Amsterdam,Saudi Arabia,Poor location,Very classy hotel,8.3,16,"[' Leisure trip ', ' Couple ', ' Superior Double Twin Room with Free Parking ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",728 day
02/15/2017,Mercure Wien Zentrum,Ireland,No Negative,Everything,10,6,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",169 day
10/23/2015,FourSide Hotel Suites Vienna,Ghana,All was well with me,It felt like home away from home,10,3,"[' Business trip ', ' Solo traveler ', ' Studio ', ' Stayed 7 nights ']",650 day
12/13/2016,Millennium Copthorne Hotels at Chelsea Football Club,United Kingdom,Very surprised no hairdryer in the bedroom limited to a very old fashioned one in the bathroom,Location to Chelsea FC excellent,6.3,2,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']",233 day
12/27/2015,IH Hotels Milano Ambasciatori,Turkey,very cold rooms heating system works in the evening but they stop it at night while you are sleeping wake up at 3 00 a m and test it,great location delicious breakfast good enough wifi,7.1,4,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ']",585 day
06/30/2016,Durrants Hotel,United Kingdom,The room d cor was a little tired but was still clean and acceptable,The staff were very accommodating and friendly unlike most London hotels in which I have stayed Also the atmosphere was very warm and inviting The restaurant staff were particularly nice and the fixed menu very enjoyable and good value for money,8.8,5,"[' Couple ', ' Twin Room ', ' Stayed 1 night ']",399 day
02/05/2017,Durrants Hotel,United Kingdom,The old fashioned beat up room with dents in the walls and flaking wallpaper,No Positive,6.3,2,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",179 day
01/20/2016,Hotel Well and Come,Israel,unpleasant smell in the room and when opened the window auful smell from restaurant or kitchen below could hear the noises early in the morning from neighbours room and from corridor and could not sleep,comfortable bed good shower attentive staff water bottles waiting in the room,9.2,6,"[' Leisure trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 3 nights ']",561 day
05/14/2016,Ayre Hotel Gran V a,Saudi Arabia,The only thing that bothers me was the WIFI internet It was too slow in the room which somethings made me go stay in the lobby for couple of hours,I liked the staff the variety of food in the breakfast the location since you have everything near by you,8.8,6,"[' Leisure trip ', ' Couple ', ' Junior Suite ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",446 day
11/17/2015,Ayre Hotel Gran V a,United States of America,No Negative,Very accommodating staff that allowed us to check into our room several hours early,9.2,24,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",625 day
12/19/2016,Sunotel Central,United Kingdom,No Negative,Everything good big bathroom,10,1,"[' Leisure trip ', ' Couple ', ' Basic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",227 day
03/14/2017,Cotton House Hotel Autograph Collection,South Africa,Price of breakfasts are rediculous especially if you don t take the package housekeeping was exceptionally poor rooms were made in the afternoons,No Positive,6.7,2,"[' Leisure trip ', ' Group ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",142 day
06/12/2016,H10 Casanova,Kenya,Gym too small and swimming pool hours end too early,Gummy bears at reception and welcome sparkling wine was good,7.5,6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",417 day
02/07/2017,Avenida Palace,United Kingdom,No Negative,Nice quiet room comfortable bed nice bathroom with walk in shower,10,13,"[' Leisure trip ', ' Solo traveler ', ' Double Room 1 2 Adults ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",177 day
12/17/2015,Acta Atrium Palace,United Arab Emirates,Photo on website very well done differs in person Pool the size of a large bath Twin beds are virtually a double bed Beds pushed together,Friendly staff and lovely sweet gesture at reception to brighten your day,8.3,4,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",595 day
09/01/2016,Catalonia Passeig de Gr cia 4 Sup,United Kingdom,No Negative,Stayed for our wedding anniversary and we were treated by the hotel to a bottle of fizz on ice and some nice fresh fruit in our room on arrival Worth booking a room with terrace for the extra comfort and luxury,9.6,1,"[' Leisure trip ', ' Couple ', ' Double Room with Terrace ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",336 day
05/25/2016,Hotel Palace GL,United States of America,Need full length mirrors inside or outside closet doors in bedroom Need better reading light Need face cloths in addition to hand towels Need sheer drapes behind the heavy over drapes,We loved the old world elegance of the decor The staff couldn t have been more gracious and helpful Everyone was warm and friendly The location and size of our room was perfect The rooftop breakfast terrace and our wonderful server Valeria created a great start to the day Everything we wanted to see was in easy walking distance including the exquisite opera house where we saw two performances as well as the starting point for the tours we took of the Sagrada Familia and the Picasso Walking Tour and Museum both of which we highly recommend,10,2,"[' Leisure trip ', ' Couple ', ' One Bedroom Suite 1 2 Adults ', ' Stayed 3 nights ']",435 day
11/21/2016,Grupotel Gran Via 678,Australia,Room is extremely tiny and didn t find the value for money,Location was pretty good,7.1,5,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",255 day
07/11/2017,The Cumberland A Guoman Hotel,United Kingdom,Bags were left to be delivered to room This did not happen as it should have and time was spent late at night trying to collect the bag from left luggage when we wanted to sleep,Very comfy beds and quiet cool room,8.8,2,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 1 night ']",23 days
12/10/2015,The Cumberland A Guoman Hotel,United Kingdom,Staff were unhelpful on reception and generally had no people skills Also unable to get any sort of service at the bar as we had wanted to take drinks up to our room got told to go and sit down and wait but the waiting time was ridiculous,Location breakfast room facilities,5.8,3,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 1 night ']",602 day
